sample5,,
Wavelength (nm),Abs,
800.0492554,-0.003355647204,
798.9382324,-0.001764938235,
797.9656372,-0.003169069998,
796.9927368,-0.003230432048,
796.0194092,-0.003361349693,
795.0457153,-0.002793463413,
793.9324951,-0.002196709625,
792.9580078,-0.002316919155,
791.9830933,-0.002761363517,
791.0078735,-0.002915359102,
790.0322876,-0.002898851177,
789.0562744,-0.002137210686,
787.9404297,-0.002110832836,
786.963623,-0.002686712192,
785.9864502,-0.00267266552,
785.0089111,-0.002727615181,
784.0310059,-0.0027536985,
783.0527344,-0.001250973903,
781.9342651,-0.001837273594,
780.9552002,-0.002271187725,
779.975769,-0.002683830913,
778.9959717,-0.002209020546,
778.0158081,-0.002612922806,
777.0352783,-0.002047508955,
776.0543823,-0.002192846267,
774.9329224,-0.001786387409,
773.9512329,-0.001792986994,
772.9691772,-0.001817064243,
771.9867554,-0.001325562713,
771.0039673,-0.001563438913,
770.020813,-0.001500705839,
769.0372925,-0.001649527228,
768.0534058,-0.0007846193039,
767.0692139,-0.001398539054,
765.9439087,-0.001279830234,
764.9589233,-0.000794231426,
763.9735107,-0.0008870339952,
762.987793,-0.000683782855,
762.001709,-0.0008043083944,
761.0152588,-0.0009454646497,
760.0284424,-0.00121875992,
759.0412598,-0.0005873177433,
758.0537109,-0.0009680908406,
757.0658569,-0.0008267869125,
755.9364014,-0.0003640112118,
754.9476929,-0.0005843706895,
753.9587402,-0.0004910379648,
752.9693604,-0.001049132552,
751.9796143,-0.000490727718,
750.989563,-0.0005565539468,
749.9990845,-0.0004357527941,
749.0083008,-0.000812214741,
748.0171509,-0.0007352118846,
747.0256958,-0.0008492642664,
746.0338135,-0.001004662248,
745.041626,-0.0009487708448,
744.0490723,-0.001005850267,
743.0562134,-0.0006892620586,
742.0629272,-0.0005226854701,
741.0693359,-0.0009464462055,
739.9333496,-0.0006730311434,
738.9390259,-0.001082340372,
737.9442749,-0.0008044634014,
736.9492188,-0.0008028614102,
735.9538574,-0.0009442765149,
734.9580688,-0.0003788053291,
733.9619751,-0.0007922676741,
732.9655762,-0.0006186997052,
731.96875,-0.0009056334966,
730.9716187,-0.0008935438818,
729.9741821,-0.0006201989017,
728.9763184,-0.0008526745369,
727.9781494,-0.0007923193625,
726.9796753,-0.0002203889744,
725.980835,-0.0004644564469,
724.9816284,-0.0007615184295,
723.9820557,-0.0007775392733,
722.9821777,-0.0008463707054,
721.9819946,-0.0006507514045,
720.9813843,-0.0006332783378,
719.9805298,-0.0004686454777,
718.979248,-0.0008580998983,
717.9776611,-0.0009759942768,
716.975769,-0.0008080807165,
715.9735107,-0.0008575831889,
714.9708862,-0.0007361421594,
713.9679565,-0.0005737715983,
712.9646606,-0.0006709634326,
711.9610596,-0.0009363208665,
710.9570923,-0.001315136557,
709.9528198,-0.001076504705,
708.9482422,-0.001304761739,
707.9432373,-0.0009841558058,
706.9379883,-0.0007773842663,
705.932373,-0.001380321919,
705.0701294,-0.001122723334,
704.0639038,-0.0006644502282,
703.057312,-0.0004737136187,
702.050415,-0.0003986679658,
701.0431519,-0.001128248638,
700.0355835,-0.0009853955125,
699.02771,-0.0006893654354,
698.0194702,-0.000900983694,
697.0109253,-0.0009728432633,
696.0020142,-0.0008463707054,
